Crops,Original_Search_Title,Link,Headline,Date,Publisher,Publisher_URL,Source_URL,Body_Text
cassava,'Shares in Liquid U.S.$135 Million Cash',https://allafrica.com/stories/201812240184.html,Zimbabwe: 'Shares in Liquid U.S.$135m Cash',24 December 2018,The Herald (Harare),https://www.heraldonline.co.zw/,https://www.herald.co.zw/shares-in-liquid-us135m-cash/,"Econet Wireless Zimbabwe (EZW) CEO Douglas Mboweni, has called the company's equity stake in Liquid Telecom Holdings, which is just under 10 percent, ""a US$135 million forex reserve"".
Speaking about the flip up which saw the company take up a stake in Liquid Telecom Holdings Mr Mboweni said: ""How many companies in Zimbabwe can say they have an asset on their balance sheet valued at $135 million in United States dollars?
""The recent acquisition of a stake (which is just over 10 percent) in Liquid Telecom by the Commonwealth Development Corporation (CDC), one of the most respected Sovereign Wealth Funds, not only validated the original valuation, but it shows that this is a very real asset denominated in US dollars.""
The Econet Wireless Zimbabwe chief executive officer said that while the company would not sell the stake, it gave the Econet additional options.
""Everyone knows that it is very difficult to get your hands on foreign exchange in this country right now.
But with this asset we have options to raise forex when we need it,"" he said.
""Right now we need money to upgrade to 5G, and this asset could help us get there.
""This is a huge lifeline to this business.""
Speaking about the recent demerger and separate listing of Cassava Smartech from Econet, Mr Mboweni said spinning off Cassava did not mean that Econet Wireless would lose its innovative edge.
""We have a huge pipeline of innovations that we will roll out that will transform the industry completely.
We don't talk about them until we are ready to bring them to the market,"" he said.
Cassava was spun off and successfully listed on the Zimbabwe Stock Exchange (ZSE) on December 18, and is now worth almost $4 billion.
Its debut on the ZSE makes it the most successful initial listing in Zimbabwean history."
cassava,Ecocash Forex Account Wallet Transactions Exempt From 2% Tax,https://allafrica.com/stories/201812030083.html,Zimbabwe: Ecocash FCA Wallet Transactions Exempt From 2 Percent Tax,3 December 2018,New Zimbabwe (London),http://newzimbabwe.com/,https://www.newzimbabwe.com/ecocash-fca-wallet-transactions-exempt-from-2-percent-tax/,"The recently launched EcoCash Foreign Currency Account wallet is exempt from the 2 percent Intermediated Mobile Transfer Tax, NewZimbabwe.com Business has learnt.
The FCA wallet was launched last week by EcoCash parent Cassava Smartech in response to the Reserve Bank of Zimbabwe directive for all banks to open separate foreign currency accounts.
However, the transacting public was suspicious that opening the EcoCash FCA wallet would expose them to multiple 2 percent tax charges, a development which was discouraging the service's uptake.
But, in a statement Cassava Smartech chief executive, Eddie Chibi refuted the fears and assured the public that their funds will be safe.
""You were probably thinking that making electronic payments using the EcoCash FCA wallet gets you taxed the 2 percent tax,"" he said.
""But no, all transactions (payments or sending money) are exempted from that tax. You are only charged the EcoCash fees only when making a payment and not that absurd 2 percent,"" he said.
The new EcoCash FCA wallet allows one to cash in and out real United States dollars.
""Additionally, the EcoCash FCA wallet will allow you to even make forex payments, in situations where you are required to pay in foreign currency,"" the company said.
""In that case, you can make a payment just like when you use the normal EcoCash wallet (the one for local currency), only that you will be making the payment using the new FCA wallet."""
cassava,Cassava Smartech Unveils Education Insurance,https://allafrica.com/stories/201811290126.html,Zimbabwe: Cassava Smartech Unveils Education Insurance,29 November 2018,The Herald (Harare),https://www.heraldonline.co.zw/,https://www.herald.co.zw/cassava-smartech-unveils-education-insurance/,"Cassava Smartech has launched an education insurance cover product called ""Enda Education Cover"".
The Enda Education product, is underwritten by Econet Life, Cassava Smartech's Insurtech arm.
The product offers school fees benefits for primary and secondary education in the event of the death of a breadwinner or a legal guardian of the student.
Speaking at the launch of the product on Wednesday, Higher and Tertiary Education, Science and Technology Development Minister Professor Amon Murwira, said with the launch of Enda Education Cover,""there is no excuse whatsoever for any child to go out of school in the event that their parent or guardian passes on.
""Our vision as Government is to see our companies harnessing technology to ensure that Zimbabwe gets the best out of its assets,"" said Prof Murwira.
He added that financial support is one of the pillars of education.
Cassava Smartech chief executive officer Eddie Chibi, said he was excited at the opportunity for the company to ""do well by doing good"" and be able to contribute to the 4th sustainable development goal (SDG) of ensuring inclusive and equitable education and learning opportunities for all.
""Today we launch Enda Education Cover fully aware that of the 5,8 million students enrolled for both primary and secondary education in Zimbabwe, an estimated 80 percent of those dropping out of school do so due to the death of a parent or legal guardian,"" Mr Chibi said.
""And so we couldn't just sit and watch as children, who are the future of our nation, dropped out of school. That is the reason we have introduced Enda Education Cover,"" said Mr Chibi.
He added that part of Cassava Smartech's mandate was to apply digital solutions to improve the quality of people's lives.
Describing the education cover product, Mr Chibi said in the event of the death of a student's parent or legal guardian, Enda Education would take responsibility for the disbursement of funds for payment of school fees, uniforms and stationery, depending on the package selected.
He said premiums would range from as little as $2,50 per month, per child - with pay-outs of up to $3 000 per term.
""There is a guaranteed cash-back benefit, equivalent to 12 months' premiums after 5 years of continuous contribution, in the event that no claim was made over that period. There is also a $500 burial assistance benefit, should the child or parent pass on while covered by the insurance package,"" Mr Chibi said.
He explained that Enda Education Cover claims administration would be done by EcoSure, with the payment of school fees directly to the school being administered by Higher Life Foundation.
Higher Life Foundation is the Econet Wireless group's social investment arm, which has over the years provided access to education for more than 250 000 orphaned and vulnerable children, as well as academic support to highly gifted and talented students through the Capernaum and Joshua Nkomo scholarships.
Cassava Smartech, which has announced plans to list on the Zimbabwe Stock Exchange, has developed a strong track record of leveraging technology to successfully deploy innovative insurance products that promote financial inclusion.
These include EcoSure funeral cover and Ecosure Moovah motor vehicle cover."
cassava,"Cassava to Attract New Investor Type, Says Econet Founder",https://allafrica.com/stories/201811250246.html,"Zimbabwe: Cassava to Attract New Investor Type, Says Econet Founder",25 November 2018,263Chat (Harare),http://www.263chat.com/,https://263chat.com/cassava-to-attract-new-investor-type-says-econet-founder/,"Econet Wireless founder Strive Masiyiwa has said spinning off Cassava Smartech from the telecoms business will attract a different type of investor to the ones who have traditionally invested in the telecoms sector.
Writing on his Facebook page the telecoms entrepreneur said there were many investors who were no longer interested in telecoms as a sector but were looking for African technology businesses active in the new economic models such as Fintech.
""By separating Cassava which houses our fast growth technology businesses such as Fintech and ride hailing platforms, you are definitely going to see a new group of investors taking an interest,"" Mr Masiyiwa said.
Cassava Smartech is the first listing of scale to emerge in the African Fintech space. M-PESA in Kenya has been considering separating from Safaricom for years, but has yet to do so.
""There are a lot of investors in the Fintech space that are not part of the traditional fund managers. We have been receiving calls from the type of organizations that one does not normally hear from. These include family offices and impact investment funds, that are focused on things like financial inclusion,"" Mr Masiyiwa said.
He said this will not be the first or last time that telecoms companies have spun off assets to create new types of businesses.
""When some telecoms companies like Bharti Airtel decided to spin off and sell their towers, a lot of people in the industry were totally horrified, asking how could they split out something so strategic,"" Mr Masiyiwa said.
""But in reality it made sense. Others soon followed and today there are very few companies that have kept their towers. The spinning off of Cassava will allow the company to shake off the constraints created by the needs to follow the telecoms business narrower agenda,"" he said."
cassava,Cassava Stunned By Rapid Growth of Vaya Lift,https://allafrica.com/stories/201811230646.html,Zimbabwe: Cassava Stunned By Rapid Growth of Vaya Lift,23 November 2018,263Chat (Harare),http://www.263chat.com/,https://263chat.com/cassava-stunned-by-rapid-growth-of-vaya-lift/,"Zimbabweans have taken to Vaya Lift - the Uber style ride hailing service offered by Cassava on Demand - ""like a duck to water"", according to Cassava Group CEO Mr Darlington Mandivenga.
Speaking from London where he is part of a road show to foreign investors, Mr Mandivenga said: ""Vaya is going to be massive for Cassava. We never imagined that it would be accepted so quickly. We have close to 10 000 drivers and it is growing rapidly.""
Mr Mandivenga said the national deployment of the service was well underway and most towns and cities would have Vaya Partners, or drivers, by Christmas this year. He revealed that next in line was the launch of a car-pooling service, to be known as ""Vaya Club"".
""We are bringing smartech, safety, convenience and lower cost to car sharing. Work On Vaya Club is at an advanced stage, and we are on course to launch early in the new year,"" Mr Mandivenga said.
He suggested the intermittent shortage of fuel in Zimbabwe could be a factor as more and more people were turning to Vaya to avoid using their own cars.
Cassava Smartech - the company that owns Cassava On Demand and the Vaya brands - plans to list on the Zimbabwe Stock Exchange shortly, subject to shareholder approval at an EGM scheduled to take place before the end of the month."
cassava,"Eid, Thakoor Voted Most Outstanding Africa ICT Executives",https://allafrica.com/stories/201811160319.html,"Africa: Eid, Thakoor Voted Most Outstanding Africa ICT Executives",16 November 2018,CAJ News Agency (Johannesburg),http://www.cajnewsafrica.com/,http://cajnewsafrica.com/2018/11/16/eid-thakoor-voted-most-outstanding-africa-ict-executives/,"Cape Town — INDUSTRY colleagues have voted Abdikarim Mohamed Eid and Priya Thakoor as the continent's most inspirational information and communications technology corporative executives (CXO) for the year.
The duo has won the CXO of the Year and Enterprise CXO of the Year, respectively, at the just-concluded AfricaCom in Cape Town, South Africa.
Eid is the Chief Executive Officer of Telesom, a privately held company in Somaliland. Thakoor is Chief Digital Officer for Coca-Cola South Africa.
Among the biggest winners at the AfricaCom Awards include Econet Wireless, Ericsson, Huawei, Kwesé iflix, Liquid Telecom, Orange and Yego Innovision.
Tom Cuthell, AfricaCom Director, congratulated the winners.
""The bar has been set high and we all look forward to seeing what next year holds,"" he said.
Founding Awards Sponsor, PCCW Global, again backed the crowning moment.
AfricaCom Awards winners for 2018:
Best Network Improvement - Liquid Telecom - Completion of the Cape to Cairo fibre route
Delivering Excellence in Customer Experience - Huawei Technologies - Customer Experience Management (CEM) for Ghana Fintech Innovation Award - Econet Wireless (Cassava Fintech) and Mahindra Comviva - EcoCash Merchant Payments powered by mobiquity Money
Most Innovative use of AI Technology - Huawei Technologies - Huawei PowerStar
Most Innovative Service - Orange - Rural Electrification Changing Lives Award - Ericsson and Wot-if? Trust - eHUB Diepsloot South Africa
Best Sustainable Power Solution - Huawei Technologies - Huawei PowerCube 1000
IoT Product / Service of the year - Yego Innovision Limited - Yegomoto
Digital Entertainment Solution - Kwesé iflix - Best Innovation in Digital Entertainment."
cassava;sorghum,Closing the Gap On Women's Land Rights,https://allafrica.com/stories/201811160855.html,Africa: Closing the Gap On Women's Land Rights,15 November 2018,Thomson Reuters Foundation (London),http://www.trust.org/,http://news.trust.org/item/20181115173853-1mt2l/,"Women around the world are saying ""enough"" to discrimination and standing up for gender equality, from the Women's March in cities around the world to the #MeToo Movement.
Another movement is swelling across the Global South, where women are demanding equal rights to their land and natural resources.
At the 2016 Kilimanjaro Initiative, for example, women from across Africa came together to summit Africa's tallest peak, a culmination of years of our shared frustration at not having secure and equal access to land. But like so many of these other movements, we still have many more mountains to climb before truly arriving at our destination.
As Tanzania Program Director at Landesa, a global land rights organization, and through 25 years of experience advocating for the rights of women and girls, I've met countless women who are still waiting for the promise of gender equality to arrive.
Aisha, a 23-year-old in eastern Tanzania, is one of these women. She and her husband grow maize on a parcel of land allocated to them by their village government. She'd like to grow cassava, millet, and sorghum, which they can produce year-round. But the land is in her husband's name, and he decides how to use it. She's grateful to work the land alongside her husband, but wishes she had more say in the decisions about how to use that land.
Like so many women around the world, Aisha's only claim to land is through a male family member. Tanzania has several laws that provide equal protection of women's and men's rights to land, but the majority of women in my country still do not have access to those rights.
This gender gap leaves far too many women without access to land - a fundamental asset and source of income, security, opportunity, and status.
At Landesa, we understand the transformative power of secure land rights to lift women, men, their families and communities out of poverty. For more than fifty years, we've worked with governments and civil society to strengthen land rights for 500 million people worldwide. And over the course of those years, we have learned that gender-responsive land rights can be an especially powerful tool for women.
Unfortunately, Aisha's experience is not an isolated tale, but a trend that can be found from the rice paddies of rural India to the congested urban settlements like Nairobi's Kibera and the favelas of Rio de Janeiro.
In half of all countries around the world, women experience gender discrimination in their rights to land. From weak capacity, implementation and political will, to entrenched social and cultural norms, these injustices persist even where national law protects those rights.
Now, it's up to all of us to ensure that Aisha and millions of women like her can finally benefit from the social and economic empowerment that comes with secure rights to land.
Building from voices around the world we are launching a global campaign that has the power and potential to close the gap between law and practice that is preventing women from realizing equal rights to property, land and resources.
Announced at this year's Trust Conference, the global women's land rights campaign will fuel the efforts of country-based civil society groups and NGOs who will be the real engine of impact, driving change in capitals and communities and advancing the strategies and solutions to close the women's land rights gap.
To succeed, we need implementation partners who can roll up their sleeves and be a part of this advocacy campaign on the ground in countries and communities in both urban and rural areas.
We need media and communications partners to help us elevate our messages in countries and on the global stage. We need technology partners who can provide mapping and mobile solutions to documenting land rights in communities. And we need legal partners that can advise on strategies for improving weak implementation policies.
Together, we can close this enormous gap.
Together, we can make sure that millions of women realize their land rights not only on paper - but in their daily lives.
This blog was developed from Dr. Mhoja's remarks at the 2018 Trust Conference
Dr. Monica Mhoja is Tanzania Program Director at Landesa and has more than 25 years of experience in managing and leading women's and children's rights programs.
Any views expressed in this article are those of the author and not of Thomson Reuters Foundation."
cassava,Ambariya Muslim Group Gives to Floods Victims in Tamale,https://allafrica.com/stories/201811070632.html,Ghana: Ambariya Muslim Group Gives to Floods Victims in Tamale,6 November 2018,Ghanaian Times (Accra),http://www.ghanaiantimes.com.gh/,http://www.ghanaiantimes.com.gh/ambariya-muslim-group-gives-to-floods-victims-in-tamale/,"Tamale — The Ambariya Muslim group in Tamale has donated large quantity of foodstuffs and assorted items to floods victims in the region.
The items worth GH¢3.5 million are 505 bags of maize, 45 bags of rice, 10 bags of cassava, 10 cartons of cooking oil and six cartons of tomato paste.
The rest are 83 bags of cement, 173 pieces of iron sheets, 645 used clothing and a number of new smocks as well footwear.
Sheikh Zakaria Saeed who presented the items to officials of the National Disaster Management Organisation (NADMO) in Tamale said, it was part of effort of the group to assist alleviate the suffering of the floods victims in the region.
He said that the Ambariya Muslim group was saddened about the devastation of the floods on the people, hence the donation
Sheikh Saeed said it was prudent and the duty on every Muslim to help put smiles to the faces of the victims because many of them had lost almost all their properties and it was only proper to assist them overcome their predicaments.
The Northern Regional Coordinator of NADMO, Abdalla Hindu, who received the items, commended the Ambariya Muslim group for the kind gesture, saying that the donation was the largest received from a non-government organisation or group, since the floods occurred in the region.
Mr Hindu assured that NADMO would ensure that the items got to right beneficiaries, and appealed to other philanthropists and other organisations to emulate the shining example of the Ambariya Muslim group.
Many of the victims were elated about the support of Ambariya, saying it had come at the right time since most of them were trying to reconstruct their homes.
Mr Sayibu Dawuda, a victim, in an interview with the Ghanaian Times said the items would relief them of their challenges."
cassava,Vaya Lift Ride Service to Ease Fuel Crisis,https://allafrica.com/stories/201810310761.html,Zimbabwe: Vaya Lift Ride Service to Ease Fuel Crisis,27 October 2018,Zimbabwe Standard (Harare),http://www.thestandard.co.zw/,https://www.thestandard.co.zw/2018/10/27/vaya-lift-ride-service-ease-fuel-crisis/,"Zimbabwean companies struggling with getting their staff to work or going about their daily business requiring transport amid the current fuel crisis will be able to get round the challenge by using the new Vaya Lift ride service launched by Econet's Cassava On Demand in Harare on Thursday.
The ride hailing service, whose concept was originally developed by the American company Uber, works by using a mobile App available for free on the Google and Apple stores, which is connected to the EcoCash mobile money service, or to one's credit card.
Speaking at the launch of the service on Thursday, Cassava Smartech Zimbabwe CEO Mr Eddie Chibi said booking a Vaya Lift ride was as easy and convenient as making the simple request, wherever you are, on the mobile App and a car ride appears within minutes, at one's doorstep.
The ride hailing service, which has transformed public transport around the world and in major African cities, is expected to have the same impact in Zimbabwe.
Econet Wireless Zimbabwe (EWZ) CEO Mboweni, who attended the Vaya launch along with Information Communication Technology and Courier deputy minister Jerifan Muswere, said the company was trying to respond to a real need affecting the economy.
""Businesses are being seriously disrupted because of the current fuel situation in our country, and it is negatively affecting business operations and productivity,"" Mboweni said.
""But with the Vaya Lift service, you can now mitigate the situation by getting transport from anyone with fuel in their car, in the form of Vaya Partners or drivers.""
Mboweni said on-boarding drivers and cars was practically now the only bottleneck.
""We already have over 500 drivers right now, and we are increasing the number every single day, and as more drivers come on board, the service will get quicker and reach more parts of the country,"" he said, adding that he hoped people in other parts of the country would be patient.
The service, which was launched in Harare, is expected to deliver thousands of new jobs, particularly for people with cars, but are currently unemployed.
""If you are currently not working, but have a decent car, this is a good opportunity to become an entrepreneur; your car can become a business,"" he said.
""Once you register on the Vaya platform, you will be deployed to carry both people and even small deliveries.
""This is good money, and you work at your own pace and when you like to,"" said Mboweni, urging female drivers to also take advantage of the opportunity and partner with Vaya."
cassava,Cassava to Launch Own Ride Hailing Service,https://allafrica.com/stories/201810270035.html,Zimbabwe: Cassava to Launch Own Ride Hailing Service in Zimbabwe,24 October 2018,263Chat (Harare),http://www.263chat.com/,https://263chat.com/cassava-to-launch-own-ride-hailing-service-in-zimbabwe/,"Cassava On Demand, a division of Cassava Smartech Zimbabwe is - for the first time in Zimbabwe - set to launch 'Vaya Lift', its own 'Uber'-type ride hailing service.
According to Mr Darlington Mandivenga, the Cassava International group executive director, the company is currently putting the final touches to a massive, Econet-style launch of the service before the end of this month.
""We will be launching this door-to-door, smart transportation service anytime before the end of the month and we are excited about the sheer convenience it will bring to both the consumer and business markets"" Mr Mandivenga said.
Cassava Smartech is the parent company under which services such as EcoCash, EcoSure, EcoFarmer and others are housed. It is currently being spun off by Econet Wireless and will be listed on its own on the Zimbabwe Stock Exchange (ZSE).
Cassava On Demand is the division that looks after logistics business services such as Vaya and KariGo. It also operates Technites, which provides technicians that undertake installations such as Set Top Boxes and fibre optic cables.
The division has previously been mostly involved in supporting Econet businesses, but following the spin-off it will now offer services such as those of electricians and plumbers to the general public on demand, using a mobile App.
Mr Mandivenga said Vaya Lift was just a part of the wide bouquet of services that Cassava planned to offer.
""By Christmas of this year, we hope to add parcel delivery and other logistical services to our service bouquet"" Mr Mandivenga said."
