Crops,Original_Search_Title,Link,Headline,Date,Publisher,Publisher_URL,Source_URL,Body_Text
cassava,MP Spends ¢398 Million On Projects,https://allafrica.com/stories/200612190815.html,Ghana: MP Spends Â¢398 Million On Projects,19 December 2006,Ghanaian Chronicle (Accra),http://thechronicle.com.gh/,,"The Member of Parliament (MP) for the Kpone-Katamanso Constituency, Hon. Nii Laryea Afotey Agbo, a.k.a. Lion has undertaken a number of development projects throughout the constituency with his share of the HIPC and GETFund funds.
According to him, he has spent about ¢398 million on the various projects he has undertaken in his constituency between January and December, this year.
Speaking in an interview with the paper last Saturday, the Kpone Katamanso legislator said he has purchased three (3) corn-mills and three (3) cassava grinding machines at a cost of ¢33 million out of his share of the HIPC Funds for some women at three villages in the constituency namely; Gonteng, Old Saasabi and Mensah Bar, for income-generating activities.
He continued that about a month ago, he gave out ¢60 million out of his share of the HIPC Funds to be used to purchase electricity poles, to help provide electricity to the people of Zeenu, also in his constituency.
Lion, further explained that he gave out also ¢30 million, again from his share of the HIPC Funds for work to be carried out on the Ashaiman Jerusalem Community and Zeenu Dam site project.
""I have also bought light poles worth ¢20 million to be used to help extend electricity to residents of Kubekro Numbers 1 & 2, all villages in my constituency, from my share of the GETFund.
""Out of my GETFund resources, I have also given out ¢100 million for the painting and provision of electric ceiling fans for the Primary and Junior Secondary Schools (JSS) buildings at the Michel Camp, also in my constituency"", the Hon. MP stated.
According to him, he has purchased a number of light poles to be erected in areas such as Kpone, Zeenu, Kpone-Kokompe and Gbezile all in his constituency and bulbs at a cost of ¢155 million also from the GETFund adding ""In fact the workers have already started erecting the light poles in some of the areas""."
cassava,Why Nigeria Must Be Africa's Financial Hub-Soludo,https://allafrica.com/stories/200612180228.html,Africa: Why Nigeria Must Be Africa's Financial Hub-Soludo,18 December 2006,Vanguard (Lagos),http://www.vanguardngr.com/,,"Central Bank of Nigeria (CBN) Governor, Professor Charles Soludo, has said that the goal of the Financial System Strategy 2020, which is to make Nigeria Africa's financial hub, is important to sustaining the nation's economy.
Speaking, last week, on ""Financial System Strategy 2020: The Next Development Frontier"", at the second edition of NTA annual public lecture series, Soludo observed that, ""as Africa's potential largest economy, it needs to be the dominant financial services market for sustainable economy.""
He explained that, ""Usually, a financial hub has much larger financial services than the requirement of the local economy. Examples of such hub are those of New York, London, Hong Kong, Singapore, Tokyo, Dubai, Zurich and Seoul. The closest hubs to Nigeria are Dubai, Zurich and London.""
He noted that South Africa is a mini-hub for Southern Africa while Nigeria is a mini-hub for Western and Central Africa. But, no major hub exists in Africa. ""The Gulf of Guinea oil exploration and its collateral fallouts, along with the positive outcome of reforms across Africa, places Nigeria at the vortex of an emerging international financial activity. If Nigeria does not act to take advantage of this emerging opportunity, another nation will move to fill the emerging need,"" he averred.
Soludo observed that, ""Several countries have used the concept of the hub to orchestrate economic growth namely Dubai, Singapore, Hong Kong. Some hubs grew organically out of natural need and historical developments namely Londan, Zurich and New York. Some grew out of circumstance and accident of history namely Hong Kong, while others grew out of deliberate decisions to create them and use them to attract and retain developments namely Dubai, Singapore and Panama.""
Nigeria, he noted, has the advantage of location, large economy, language, population size and potential skill, adding that the country, however, does not have the luxury of waiting to grow organically, hence, it is, therefore, proposed that it adopts, deliberately, the engineering approach which is through deliberate policies and actions.
Soludo observed further that the country has the needed economic potentials to support its emergence as Africa's financial hub. He said, for example, ""Nigeria comprise 79 per cent of the gross domestic product (GDP) of ECOWAS sub-region. One in every six blacks in the world is a Nigerian; The country is the world's sixth in gas reserves; Nigeria's foreign direct investment (FDI) is one of the highest in Africa. It has one of the highest returns on investment in real dollar terms.
Furthermore, he noted, ""Nigeria has sustained macroeconomic stability, including stable exchange and appreciating local currency, backed by the highest level of reserves, in Africa, of about $42 billion. Nigeria has a rapidly growing non-oil sector, which is recording phenomenal growth in some sectors, with telecoms growing at 30 per cent per annum. In cassava, it is now world's highest producer, solid minerals, services and even manufacturing are growing and Nigeria's banking sector is the fastest growing in Africa while the growth of the nation's capital market is about the fastest in the world."" He said, in addition to these, ""Nigeria's base GDP (2005 year end) was $113 billion and the average growth rate for 2003 to 2004 has been 7.4 per cent while Non-oil grew at about 8.8 per cent.
Also, more than half of Nigeria's population is made up of teenagers or youths, which implies a vibrant population for the future which is necessary to unleash and take advantage of economic growth""."
cassava,MTN Paints Scribes Yellow,https://allafrica.com/stories/200612121304.html,Uganda: MTN Paints Scribes Yellow,12 December 2006,The Monitor (Kampala),http://www.monitor.co.ug/,,"It has become a norm for MTN Uganda to host the media at a ""yellow party"" every year. Scribes who turned up for this year's party last week were convinced this was the highlight of their nightlife on their social calendar.
Time keeping was good and by 9 p.m. Ange Mystique was filled with all categories of journalists; editors, newsreaders, reporters, salesmen and needless to say, a few flukers.
Snacks ranged from yellow cassava to chicken and drinks flowed.
Many drank until they started staggering, though some were overheard complaining that it was not a good idea for MTN to stage the party on a Wednesday with two more working days ahead.
The night wasn't lacking on live performances from some of Uganda and East Africa's finest artistes. When Obsessions took to the stage, there was no room for who-does-what in their respective media houses but rather who-is-who on the dance floor. They sang some of their latest ballads Jukira and Jangu.
Nubian Li and 2006 Pam artiste of the year, Bobi Wine also moved the crowds with songs like Bada, Adam ne Kawa and Ghetto but the night went to Kenyan star Nameless who was imported by MTN specifically for the media party.
When he sampled Ninanoki (featuring Amani), the song that introduced him to the Ugandan audience in 2002, the audience went crazy and it was a non-stop thrill as he sang other songs like Juju and his latest hit Sinzia, which was the epitome of the show.
When performances ended like close to midnight, it was back to business as usual and the pressmen had to decide whether to stay and shake to the favourite music or retire for the next day's work."
cassava,Shell Donates N35m to Six Communities,https://allafrica.com/stories/200612120580.html,Nigeria: Shell Donates N35m to Six Communities,12 December 2006,Vanguard (Lagos),http://www.vanguardngr.com/,,"Warri — SHELL Petroleum Development Company (SPDC) has donated over N35million to six rural and riverine communities in Warri South, South- West, Isoko North and Ekeremo local government councils of Delta and Bayelsa States.
The amount covers four 16 seater Hiace buses donated to Kokodiagbene and Angalaweigbene communities; Micro-credit loan to Kantu, Omadino and Kokodiagbene communities; a rice processing mill to Ayamassa community and a Cassava mill valued at N2,437,940 to the Ovrode community respectively.
Making the presentation on behalf of the SPDC, Mr.Yemi Awolola the Interface Cordinator, land Areas, SPDC-West and the Asset Manager, Northern Swamp, Mr. M Ikhureigbe said the donation is aimed at empowering host communities, stressing that these empowerment tools would serve as a good example of their sustainable approach to community development with emphasis on the full participation of the benefiting communities in project identification, planning, execution, operation, maintenance and monitoring."
cassava,Shell Donates N35m to Six Rural Communities,https://allafrica.com/stories/200612120548.html,Nigeria: Shell Donates N35m to Six Rural Communities,12 December 2006,Vanguard (Lagos),http://www.vanguardngr.com/,,"Warri — IN demonstration of care and good neighbourliness, the Shell Petroleum Development Company (SPDC) has donated over N35million to six rural and riverine communities in Warri South, South- West, Isoko North and Ekeremo local government councils of Delta and Bayelsa States.
The amount covers four 16- seater Hiace buses donated to Kokodiagbene and Angalaweigbene communities; Micro-credit loan to Kantu, Omadino and Kokodiagbene communities; a rice processing mill to Ayamassa community and a cassava mill valued at N2,437,940 to the Ovrode community respectively.
Making the presentation on behalf of the SPDC, Mr.Yemi Awolola the Interface Cordinator, land Areas, SPDC-West and the Asset Manager, Northern Swamp, Mr. M Ikhureigbe said the donation is aimed at empowering host communities, stressing that these empowerment tools would serve as a good example of their sustainable approach to community development with emphasis on the full participation of the benefiting communities in project identification, planning, execution, operation, maintenance and monitoring.
Congratulating the benefiting communities and women co-operative groups, the SPDC challenged them to make a success out of the various schemes haven been trained in cooperative development, entrepreneurial development, small business marketing ,banking and financial management, monitoring and project supervision adding that it is their hope that the micro- credit schemes and the buses would be put into maximum use for their benefit.
They called on the communities to always provide a good working environment for the company's operation to enable them achieve the highest standards and integrity in sustainable community development approaches."
cassava,Have the Reforms Reformed Us?,https://allafrica.com/stories/200612120026.html,Nigeria: Have the Reforms Reformed Us?,11 December 2006,Vanguard (Lagos),http://www.vanguardngr.com/,,"Lagos — ""Have all these reform measures translated to the alleviation or eradication of poverty among poor Nigerians? The definitive answer is NO! Poor Nigerians have had it hard on them because we have a government that care for the rich and do not consider the plight of the common man. For an administration that has increased the price of petroleum products five times in six years without due consideration of involving the masses in a dialogue is most shameful and sad. With all the reforms going on, privatisation of government companies, where government officials use 'fronts' in buying over government companies, and one man wants to own all syndrome which we are told is quietly causing the feud between the two top men in Abuja, is annoying. Much for a President who does know that price of 'garri', the staple food of the common man in Nigeria, is most disturbing. We are trapped firmly in the period of big man politics, a politics founded totally on individuality.Yes I do agree that 'Nigerians have not significantly benefited from these reforms not because the reforms are fundamentally flawed but simply because of the socio-political and institutional weaknesses of the Nigerian state.
The gains and dividends of reforms are concentrated in the hands of the ruling class, their cronies and some sections of the Nigerian elite. Take, for instance, the setting up of the corporation called TRANSCORP. To me, it is laudable but I do not see that company making it in time to come, for we know that Nigerians are good at starting and setting up companies and schemes. Like the Onwuka High Tech Company that today is moribund, sustainability will be the bane of that corporation - mark it! Though I am told that the major founders of the corporation belong to the clique called AGIP (Any Government In Power).
Did I hear you say ""the telecommunications sector which used to be comatose has been completely revolutionized? The refineries are back in operation and fuel queues have virtually disappeared following the deregulation of the petroleum and gas sectors of the economy""? Well that may be true but do you know that Nigerians pay the highest tariff for airtime in the world? Yes it is true. So what kind of reform is that, that chokes the people and milks them? Can't the government intervene? Surely they can, but they will not, because the big guys in Apo Villa are given free airtime by these selfish profit-driven major IPOs who claim they are doing us well. Most sarcastically they come to splash us with their ""bonanza"" and yearly elaborate anniversaries, while they rake in billions. What about the refineries? Did you say they are working? For your information, Kaduna Refinery is closed, Port Harcourt Refinery's capacity utilisation is below 50 per cent, etc.
Whatever petroleum product you find in the country today is imported, forget about all the talk of our refineries working; it is all misinformation. Poverty is still prevalent in the country despite the government's effort of creating over 1,000,000 jobs as claimed since inception. Where are the jobs.? Have you seen one? It is all misinformation and propaganda. The present government's disappointment is more than enough for us to bear. Take the ""Heartbeat"" State (Edo) for example. It is classed amongst the most undeveloped states at present in the country. There has been no project undertaken by the government here that has ever been completed. The fruit juice factory was commissioned three years ago by the President but believe me till date, not a single fruit juice has been produced.
Today, the factory is over-grown with weeds with no single equipment installed. Take the cement factory, road construction, cassava processing factories, to mention but a few. Some projects have commenced but till date none has been commissioned even after seven years in power. The roads in the state are so bad that the slightly motorable roads are the ones done by the Federal Government or its parastatals. During the raining season, don't come out when it rains, for you will be overwhelmed by flood. Houses are destroyed each year, people die from flood disaster in the city, and each quarter the state is given ecological funds, which goes into the hands of a select few. The state is laden with corrupt politicians and civil servants who sing the praise of the helms men, nobody opposes the men-on-top. All are held bound by the gangsterism established in the state. Come to my state and see 'official corruption' personified.
Even the outgoing Nigeria Labour Congress President summarised my state's plight, as ""... one of the states that have suffered poor governance for so long and even till now"".
•Mr. Uwagbae, a social critic, writes from Edo State."
cassava,Help for Child-Headed Homes,https://allafrica.com/stories/200612110101.html,Zambia: Help for Child-Headed Homes,11 December 2006,UN Integrated Regional Information Networks,http://www.irinnews.org/,,"Zambia is grappling with the growing problem of thousands of child-headed homes, created by one of the highest HIV infection rates in the world.
Kapiri Mposhi, a commercial hub in central Zambia, about 200km north of the capital, Lusaka, has one of the highest levels of HIV prevalence in the country and a significant number of child-headed homes. UNAIDS estimates the national HIV rate at 17 percent.
The town is situated halfway between the industrial Copperbelt province and Lusaka on the Great North road, the only highway linking Zambia to Tanzania in the northeast, and is a mandatory stop for truckers. It is also a significant stop on the railway line connecting Zambia and Tanzania.
""Because it is a transport hub, frequented by truckers, the town has become a commercial sex centre with a high HIV/AIDS prevalence rate,"" said James Zulu, a spokesman for the Zambia Red Cross Society, which runs programmes supporting child-headed households.
The UNAIDS '2006 Report on the Global AIDS Epidemic' estimated that Zambia had about 710,000 AIDS orphans, of which over six percent were homeless and less than one percent were accommodated in orphanages. The rest either fend for themselves in their parents' homes or are looked after by elderly grandparents.
According to Charles Mwinuna, district director of health in Kapiri Mposhi, there are over 850 officially registered orphans and vulnerable children (OVC) in a population of less than 300,000 but the unofficial number could be higher. ""We have not been able to establish as yet how many of these vulnerable children are currently in child-headed homes, but we know that they should be in big numbers because of the locality and socioeconomic nature of this town, which has put people at greater risk of contracting HIV/AIDS.""
Many orphaned children end up as sex workers along the highway, but there are exceptions. Memory Kawaya, 16, has looked after her two younger siblings for the past seven years. The family of three lives in a grass-thatched hut on the outskirts of town. She attends schools and sells mushrooms to help support the family, and she and her siblings have twice tested negative for HIV. Kawaya is determined to maintain her negative status by abstaining from sex.
""Many people have been approaching me for sex and [they] promise to give me money, but I refuse to give in because of what I have heard and seen about HIV/AIDS. I want to become a teacher after completing school, so that I can look after my brother and sister - that's why I don't even think about any sexual relationship,"" she said.
Kawaya was nine when she lost her mother, and her two siblings were aged seven and five. ""We do not have any relative to look after us ... we have been living like this and we often eat only once per day - we can't afford three meals. I am only happy that we are all in school, although I am usually frustrated by my headmaster, who is always harsh with me for not looking as smart as other pupils,"" she said. They grow cassava, beans and maize in an adjoining plot to help feed themselves.
The Red Cross Society has started initiatives working with vulnerable children. ""We have identified 734 orphans and vulnerable children in the town, whom we support with groceries, clothing and school fees,"" said Zulu. The Red Cross caregivers also visit child-headed households in Kapiri Mposhi to ensure they are coping.
Zulu said the society was also encouraging older children to run small businesses, mostly vending, to support their families. ""We do not want to encourage child labour, but we provide them with small amounts of money to buy groceries or other foodstuffs to sell.""
[Produced in partnership with the International Federation of Red Cross and Red Crescent Societies: www.ifrc.org]
[ This report does not necessarily reflect the views of the United Nations ]"
cassava,Help for Child-Headed Homes,https://allafrica.com/stories/200612080105.html,Zambia: Help for Child-Headed Homes,8 December 2006,UN Integrated Regional Information Networks,http://www.irinnews.org/,,"Zambia is grappling with the growing problem of thousands of child-headed homes, created by one of the highest HIV infection rates in the world.
Kapiri Mposhi, a commercial hub in central Zambia, about 200km north of the capital, Lusaka, has one of the highest levels of HIV prevalence in the country and a significant number of child-headed homes. UNAIDS estimates the national HIV rate at 17 percent.
The town is situated halfway between the industrial Copperbelt province and Lusaka on the Great North road, the only highway linking Zambia to Tanzania in the northeast, and is a mandatory stop for truckers. It is also a significant stop on the railway line connecting Zambia and Tanzania.
""Because it is a transport hub, frequented by truckers, the town has become a commercial sex centre with a high HIV/AIDS prevalence rate,"" said James Zulu, a spokesman for the Zambia Red Cross Society, which runs programmes supporting child-headed households.
The UNAIDS '2006 Report on the Global AIDS Epidemic' estimated that Zambia had about 710,000 AIDS orphans, of which over six percent were homeless and less than one percent were accommodated in orphanages. The rest either fend for themselves in their parents' homes or are looked after by elderly grandparents.
According to Charles Mwinuna, district director of health in Kapiri Mposhi, there are over 850 officially registered orphans and vulnerable children (OVC) in a population of less than 300,000 but the unofficial number could be higher. ""We have not been able to establish as yet how many of these vulnerable children are currently in child-headed homes, but we know that they should be in big numbers because of the locality and socioeconomic nature of this town, which has put people at greater risk of contracting HIV/AIDS.""
Many orphaned children end up as sex workers along the highway, but there are exceptions. Memory Kawaya, 16, has looked after her two younger siblings for the past seven years. The family of three lives in a grass-thatched hut on the outskirts of town. She attends schools and sells mushrooms to help support the family, and she and her siblings have twice tested negative for HIV. Kawaya is determined to maintain her negative status by abstaining from sex.
""Many people have been approaching me for sex and [they] promise to give me money, but I refuse to give in because of what I have heard and seen about HIV/AIDS. I want to become a teacher after completing school, so that I can look after my brother and sister - that's why I don't even think about any sexual relationship,"" she said.
Kawaya was nine when she lost her mother, and her two siblings were aged seven and five. ""We do not have any relative to look after us ... we have been living like this and we often eat only once per day - we can't afford three meals. I am only happy that we are all in school, although I am usually frustrated by my headmaster, who is always harsh with me for not looking as smart as other pupils,"" she said. They grow cassava, beans and maize in an adjoining plot to help feed themselves.
The Red Cross Society has started initiatives working with vulnerable children. ""We have identified 734 orphans and vulnerable children in the town, whom we support with groceries, clothing and school fees,"" said Zulu. The Red Cross caregivers also visit child-headed households in Kapiri Mposhi to ensure they are coping.
Zulu said the society was also encouraging older children to run small businesses, mostly vending, to support their families. ""We do not want to encourage child labour, but we provide them with small amounts of money to buy groceries or other foodstuffs to sell.""
[ This report does not necessarily reflect the views of the United Nations ]"
cassava,A Pig for a Name,https://allafrica.com/stories/200612040923.html,Uganda: A Pig for a Name,2 December 2006,New Vision (Kampala),http://www.newvision.co.ug/,,"Kampala — MONDAY
The Marathon is finally over and though I was not the winner, there were many others behind me. I used my experience from my boxing days to complete the race. The thing is to look around and find motivation for success. I looked around and there were old people, fat people, short people and women! I decided that none of them would win me!
TUESDAY
My next challenge is to see how to cash in on the ongoing name-for-pig project. Who cares if some mzungu believes I can be called Hornsleth or whomever, as long as he parts with a domestic animal. Such a name for me, is better than names like Zirabamuzaale, Nakuzambwa, Munakukama or Bakalikwila!
WEDNESDAY
There is a problem with rearing pigs and goats: Laura has refused to be called Mrs. Hornysleth; the doctor has given me a long list of things I am not to eat or die. These include all dairy products. I am to eat only cassava, potatoes and katogo!
THURSDAY
The rains have heard our cries for the re-filling of Lake Victoria. Next week a few friends and I will visit the lake to make an environmental impact assessment of this month's rains on the lake. But the people in Bwaise and Kalerwe are cursing the day they agreed to settle in those swamps!
FRIDAY
It is Friday when I had promised Laura an outing but the good Lord might yet be with me and more rains come down. As much as she loves an outing, the girl hates cold and muddy nights in Ssebbagala's pot holed City. If it rains the outing is off and some money is saved and I remain loaded!
SATURDAY
Now that they have kidnapped an artiste just for making a film and showing it, I have to be very careful since I am an upcoming film writer and producer! My head is full of film projects, I am afraid if they see what is inside my medulla oblongata they may kidnap me! I need to go to Police for protection?
SUNDAY
Since God is everywhere and today Umeme has had mercy on us, I will stay and attend church via television. I will either tune in to God via California or our own miracle Centre here in Rubaga."
cassava,Stakeholders' Forum or Good Governance?,https://allafrica.com/stories/200611280834.html,Nigeria: Stakeholders' Forum or Good Governance?,27 November 2006,Daily Trust (Abuja),https://dailytrust.com/,,"Yours sincerely was a participant at the last controversial Presidential Stakeholders' Forum on Education at Abuja.
I therefore bear testimony that feverish mass assemblage of people officially talked at (not necessarily talked with!) on policy issues always after discovery of some huge rot under the advertised banner of a stakeholders' forum cannot and should not be substitute for policy formulation and policy implementation by those elected and appointed to govern. Simply put, stakeholders' forum is no substitute for good governance. Stakeholders' forums are assuming notoriety as official platforms for governmental policy grandstanding increasingly aimed at concealing failed governance when the actual expectations of the electorate of those elected and appointed to govern is service delivery, service delivery and service delivery ad infinitum. The concept of stakeholders has been promoted by varying donor agencies and multilateral institutions such as International Monetary Fund (IMF) and the World Bank. This is after much considerable global criticism of the top-down approach of these ""development partners"" to development issues in developing countries. It was not uncommon for instance for poverty alleviation policies conceived in Washington, D.C. to be rammed down the throats of some poor consumers in Malawi. Stakeholders' forum is a smart but nonetheless top-down device to either legitimise or rationalise policy preferences through pretence at some involvement of the people about their plight. Even at that, it is doubtful if the multilateral institutions which invented this cleaver legitimisation device ever imagined that routine collection and summoning of potpourri of onlookers, mass-dignified as stakeholders would become substitute for genuine governance as it is increasingly the case in Nigeria in recent times. We have had stakeholders' forum on banking sector, forum on aviation sector, forum on census, forum on Niger Delta, forum on textile, forum on cassava, etc, yet the more we look the less we see qualitative value addition for time and resources tied down for hours of alleged stockholding by stakeholders. While on the one hand, stakeholders' forum gives the impression of presidential concern for the sectors under searchlight, your guess is as good as mine as to the efficacy of these unstructured periodic televised sermons on the mountain. For one, these stakeholders' forums often take place after (and not) before abysmal degeneration in the respective sector. The forums are more reactive rather than proactive betraying elementary principle of good governance which is all about envisaging problems and challenges within a broad vision and mission of elected government officials. Judging from the quality of mass media camera coverage of each forum, observers note that the grandstanding has tuned into another public relations exercise under the jack-boot of the President and his Ministers to say we care about the rot even if the problems persist. This observation has been reinforced by the painful fact that every forum is followed by deeper rot in the respective sector instead of advertised promised changes. For instance, the stakeholders' forum on aviation called in the wake of serial air disasters has been followed by greater carnage. Countless gatherings on Niger Delta have been greeted with more deadly raids and hostage takings by the militants. Textile industry and manufacturing sector in general slides from bad to worst under the regime of countless stakeholders' forums. The strikes in Unity schools worsen after a stakeholders' forum and it took good governance via traditional institutions for conflict resolutions to get the striking teachers back to work and not some grandstanding called stakeholders' forum. Of what relevance are mass gatherings that increasingly tie down working executives who should actually be working to solve problems after which the problems get further compounded? Many observers note that the problem with the last census exercise was that governors and other relevant stakeholders who should be working for proper head count at local levels were receiving presidential lectures at ""Stakeholders' Forum"" in Abuja.
The bane of stakeholders' forums is their false claim to mass participation. Even the arrangement of sitting departs from the time-tested town halls in which local chiefs rob shoulders with their peoples in the great task of communal governance of problem identification and problem solving. The sitting arrangement of a typical stakeholders' forum is imperial: the President and his select ministers predominate in a totalitarian manners dispensing some wisdom to the army of assumed ignoramuses. I have not seen any forum in which all the President and his courtiers did was to listen and listen. On the contrary, in all forums the President did most if not all the talking; introduction and summary and even acted master of ceremony. In not a few forums the President actually banged tables repeatedly. What manner of participation can anybody have in this kind of garrison forum tagged stakeholders' forum? The last presidential forum on education was one huge exercise at presidential top-down talk down. President and Minister Obiageli Ezekwesili consumed five hours out of the estimated six-hour long forum talking to a converted audience about the imperatives of education while the duo determined who should and should not speak and for how long. There was a false impression that all the participants at the forum that included the late Eminence Sultan Maccido were all employees of the Presidency. Nothing could be more patronising for a government who admitted abysmal failure in education and whose officials should do more listening than talking the obvious with poorly-developed power points and twisted statistics. There was nothing ministerial about the Education Minister who was indulged to give repetitive talks and grandstand on what is clearly obvious to all: collapse of education!
The point cannot be overstated that stakeholders' forums should not be substitutes for good governance. There is a false impression that the platforms provide fresh ground for new initiatives and ideas. This further betrays good governance. Nigeria is not short of ideas and policy options arrived at through consensus and mass participation. The ideas and policy options contained in vision 2010 for instance and even the last controversial Political Reform Conference were and are still far more robust than feverish top-down ""resolutions"" of endless stakeholders' forums."
