Crops,Original_Search_Title,Link,Headline,Date,Publisher,Publisher_URL,Source_URL,Body_Text
cassava,"ENCISS, World Bank Reunite a Divided Land",https://allafrica.com/stories/200812180672.html,"Sierra Leone: ENCISS, World Bank Reunite a Divided Land",18 December 2008,Concord Times (Freetown),N/A,N/A,"The River Jong estuary that runs through Bonthe District seemed calmed and serene as the orange glow of the evening sun disappears beneath the horizon. The estuary, festooned with mangrove swamps, provides a natural and peaceful habitat to more than a hundred species of birds and other marine life that have co-existed through the ages.
The boat ride on the serene waters on to the island was as expected, equally calm. The tranquility of Bonthe Island, free from the usual hustle and bustle of modern cities provides an ideal holiday spot. Descendants and non-descendants alike use to flock to the Island to spend their Christmas holidays that has earned the name ""Christmas Island"". That was long ago."
cassava;sorghum;sweet potato,Inside Joseph Kony's Camp Swahili,https://allafrica.com/stories/200812180067.html,Uganda: Inside Joseph Kony's Camp Swahili,17 December 2008,New Vision (Kampala),N/A,N/A,"Kampala — THE UPDF commandos on Tuesday evening matched into the deserted LRA camps in the Garamba jungles in north-east DR Congo that were bombarded by the airforce on Sunday.
The Special Forces that were air-dropped five kilometres from the main camp called Camp Shahili, picked their way in the dense, swampy forest infested with wild animals."
banana;cassava;sweet potato,Disease-Resistant Cassava Cloned at Namulonge,https://allafrica.com/stories/200812170067.html,Uganda: Disease-Resistant Cassava Cloned at Namulonge,16 December 2008,New Vision (Kampala),N/A,N/A,"Kampala — SCIENTISTS at the National Crop Resources Research Institute in Namulonge, Wakiso district have developed cassava clones resistant to cassava brown streak disease.
The clones were developed from 20,000 cassava seeds, which were imported from Tanzania early this year. ""So far out of the 116 clones, 15 may be tolerant to the disease,"" said Dr. Titus Alicai, a cassava scientist at Namulonge."
cassava;plantain,"Over to You, Chief Justice",https://allafrica.com/stories/200812151532.html,"Ghana: Over to You, CJ",15 December 2008,Ghanaian Chronicle (Accra),N/A,N/A,"The public Agenda newspaper reported last week Friday that a magistrate Court at Akim Oda, in the Birim Central Municipality had sentenced a 72 year old farmer, Kwadwo Nkansah to six months imprisonment with hard labour, for stealing a bunch of plantain from one Albert Akwasi Amoako's farm at Akim Swedru. According to the story, the accused pleaded guilty to the charge and was accordingly sentenced by the court.
Though the judge based his judgement on the relevant laws of the land, The Chronicle thinks the judgment handed down to the 72 year old man was very harsh. The story did not state whether the accused was a first or second time offender of the same crime, but no matter the situation, we at The Chronicle think a caution and subsequent discharge would have been enough, instead of being thrown into jail at a ripe age of 72, after being charged with such a minor offence."
cassava,NDDC Predicts Bumper Rice Harvest,https://allafrica.com/stories/200812151316.html,Nigeria: NDDC Predicts Bumper Rice Harvest,15 December 2008,Vanguard (Lagos),N/A,N/A,"Niger Delta Development Commission (NDDC) has predicted a bumper harvest in rice farming next year.
Aslo the Chairman of Isoko South Local Government Council, Delta State, Chief Askia Ogieh has empowered six hundred and sixty persons with Agro-Equipment and other farming tools as starter packs in his effort to boost food production in the council area."
banana;cassava,Food Producers Have Many Opportunities to Benefit From Current High Food Prices,https://allafrica.com/stories/200812150420.html,Uganda: Food Producers Have Many Opportunities to Benefit From Current High Food Prices,13 December 2008,New Vision (Kampala),N/A,N/A,"Kampala — ONE of the challenges of market liberalisation in Africa is the ability of local farmers to actually access global markets.
Despite the current rise in food prices worldwide, backed by rising incomes in emerging economies, especially Asia, agricultural markets in Africa are still inefficient This makes it difficult for farmers to benefit from current global market trends."
banana;cassava,Hailstorm Hits Mbarara,https://allafrica.com/stories/200812150177.html,Uganda: Hailstorm Hits Mbarara,12 December 2008,New Vision (Kampala),N/A,N/A,"Kampala — Over 45,000 residents from 200 homesteads in Biharwe, Mbarara, were hit by hailstorm on Tuesday, which destroyed their crops and houses.
Biharwe NRM chairman, Mukasa Kamwebaze, told Saturday Vision that Migamba, Nyakinengo, Rwagaaju and Nile Rugarama were affected. He said the affected crops included bananas, cassava, millet and maize."
banana;cassava;plantain;yam,AGIP to Partner FG On Agriculture,https://allafrica.com/stories/200812110495.html,Nigeria: AGIP to Partner FG On Agriculture,11 December 2008,Vanguard (Lagos),N/A,N/A,"AGIP is to partner with the Federal Government to enhance the quality of farming in the country. General Manager of the multi-national oil firm, Mr Filbrizo Trilli who said this at Obie, Onelga Local Government Area of Rivers State said the firm would assist rural farmers with modern farming technology.
The MD who spoke at the annual green river project farmers' day celebration said the firm had signed an MoU with the National Centre for Agricultural Mechanization (NCAM) to produce suitable machines that would be tailored to meet the local needs of the rural farmers."
cassava;sorghum,Food Crisis Requires Action,https://allafrica.com/stories/200812110075.html,Zambia: Food Crisis Requires Action,11 December 2008,The Times of Zambia (Ndola),N/A,N/A,"IT is only on the continents of Africa and Asia that even as we grapple with the food security situation calls by authorities encouraging people to embrace crop diversification have fallen on deaf ears.
Unfortunately so, it is from these two vast continents that reports of food shortages have been registered with famine and its effects afflicting millions of its inhabitants."
cassava;plantain;yam,Chief Karwor Named Country's Best Rice Farmer 2008,https://allafrica.com/stories/200812100981.html,Liberia: Chief Karwor Named Country's Best Rice Farmer 2008,10 December 2008,The Analyst (Monrovia),N/A,N/A,"President Ellen Johnson Sirleaf has lauded Liberian farmers for complementing government's efforts in ensuring that enough food is available on the Liberian market at an affordable rate.
The President made particular mention of the participation of farmers in this year's National Agricultural Fair in Voinjama, Lofa County."
cassava,Choosing an Endless Path to Literacy,https://allafrica.com/stories/200812100072.html,Uganda: Choosing an Endless Path to Literacy,9 December 2008,New Vision (Kampala),N/A,N/A,"Kampala — You may fail to recognise him when he is seated in class with his classmates.
But his big and rough jaws due to years of shaving, broad shoulders and muscled arms, betray his age, making him stand out among his Senior One classmates."
cassava,President  Johnson-Sirleaf Wins FAO  Award,https://allafrica.com/stories/200812090403.html,Liberia: President  Johnson-Sirleaf Wins FAO  Award,9 December 2008,The Analyst (Monrovia),N/A,N/A,"President Ellen Johnson Sirleaf has been awarded the 2008 Food and Agricultural Organization's Ceres Medal. The award was presented to the President on Saturday at the National Agricultural Fair held this year in Voinjama, Lofa County.
The Ceres Medal is awarded to distinguished women who have made an outstanding contribution to social and humanitarian affairs or to agricultural development and food security."
cassava;sweet potato,"""We will Promote Investments in Country,"" says Nigerian Higher Commissioner",https://allafrica.com/stories/200812090374.html,"Sierra Leone: ""We will Promote Investments in Country,"" says Nigerian Higher Commissioner",9 December 2008,Concord Times (Freetown),N/A,N/A,"The newly appointed Nigerian High Commissioner to Sierra Leone Godson Echegile is a banker-turned-politician. Despite his busy diplomatic schedule, he found time to talk to ADEZE OJUKWU, media coordinator Nigerian National Union in Freetown on critical issues about the region.
His Excellency Sir What are your major goals as Ambassador to Sierra Leone?"
cassava;plantain;yam,Chief Zanzan Karwor NamedBest/Most Productive Rice Farmer for 2008,https://allafrica.com/stories/200812090399.html,Liberia: Chief Zanzan Karwor NamedBest/Most Productive Rice Farmer for 2008,8 December 2008,Government of Liberia (Monrovia),N/A,N/A,"Voinjama — President Ellen Johnson has lauded Liberian farmers for complementing government's efforts to ensure that enough food is available on the Liberian market at an affordable rate. The President made particular mention of the participation of farmers throughout this year's National Agricultural Fair in Voinjama, Lofa County.
According to an Executive Mansion release, the Liberian leader congratulated the winners of this year's awards for increased food production and other agricultural sectors. The President urged farmers throughout the country not to relent in their drive to increase food production in the country."
cassava,President Johnson Sirleaf Wins FAO Award,https://allafrica.com/stories/200812081392.html,Liberia: President Johnson Sirleaf Wins FAO Award,8 December 2008,Government of Liberia (Monrovia),N/A,N/A,"Voinjama — President Ellen Johnson Sirleaf has been awarded the 2008 Food and Agricultural Organization's Ceres Medal.
The award was presented to the President on Saturday at the National Agricultural Fair held this year in Voinjama, Lofa County. The Ceres Medal is awarded to distinguished women who have made an outstanding contribution to social and humanitarian affairs or to agricultural development and food security."
banana;cassava,Feeding the Continent - Meeting the Challenge With a Green Revolution,https://allafrica.com/stories/200812090028.html,Africa: Feeding the Continent - Meeting the Challenge With a Green Revolution,8 December 2008,Commonwealth News and Information Service (London),N/A,N/A,"""Africa is the only region of the world that is not going to be able to eradicate extreme poverty and hunger if we continue with business as usual"" - Vice President of the Alliance for a Green Revolution
An impassioned call for a uniquely African Green Revolution that is specifically geared to meeting the region's particular agroecological conditions and the needs of its peoples was recently made by Dr Akinwunmi Adesina at the Commonwealth's headquarters."
cassava;yam,Oshiomhole Visits Rainstorm Victims,https://allafrica.com/stories/200812081003.html,Nigeria: Oshiomhole Visits Rainstorm Victims,8 December 2008,Vanguard (Lagos),N/A,N/A,"Edo State Governor, Comrade Adams Oshiomhole weekend commiserated with victims of rainstorm disaster at Ugbegun-Nebudin in Esan Central Local Government Area of Edo State and promised to send relief materials to them to ameloirate their hardship.
Vanguard recalls that while Nigerians were celebrating Oshiomhole victory's on November 11, 2008, the people of Ugbegun-Nebudin were in tears as rainstorm destroyed 37 houses."
cassava,"Blue Revolution, The Next Step In The Fight Against Hunger",https://allafrica.com/stories/200812080753.html,"Mozambique: Blue Revolution, The Next Step In The Fight Against Hunger",8 December 2008,Agencia de Informacao de Mocambique (Maputo),N/A,N/A,"Maputo — <!--  /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal 	{mso-style-parent:""""; 	margin:0cm; 	margin-bottom:.0001pt; 	mso-pagination:widow-orphan; 	font-size:12.0pt; 	font-family:""Times New Roman""; 	mso-fareast-font-family:""Times New Roman"";} @page Section1 	{size:612.0pt 792.0pt; 	margin:72.0pt 90.0pt 72.0pt 90.0pt; 	mso-header-margin:36.0pt; 	mso-footer-margin:36.0pt; 	mso-paper-source:0;} div.Section1 	{page:Section1;} -->
African countries, including Mozambique, should consider the importance of ""Blue Revolution"" for mass production of fish by using simple techniques, for hunger eradication and improve people's diet."
cassava,Cassava - IITA Develops Cost Efficient Flash Dryer,https://allafrica.com/stories/200812050263.html,Nigeria: Cassava - IITA Develops Cost Efficient Flash Dryer,5 December 2008,Vanguard (Lagos),N/A,N/A,"The International Institute of Tropical Agriculture (IITA) has developed cost effective and efficient flash dryer that produces 300% more cassava flour while using 40% less fuel.
Cassava farmers and processors are set to earn bigger profits and get better-quality product from this new technology developed by scientists working at the International Institute of Tropical Agriculture and national partners in Nigeria."
cassava,Government Receives U.S.$ 5 Million Grant From AfDB,https://allafrica.com/stories/200812030317.html,Rwanda: Government Receives U.S.$ 5 Million Grant From AfDB,3 December 2008,The New Times (Kigali),N/A,N/A,"Kigali — The African Development Bank (AfDB) has donated US$ 5m to the government to boost food production for this year's final agricultural season in the country.
The grant agreement was signed yesterday at the offices of the Ministry of Finance and Economic Planning (MINICOFIN) in Kigali City between the Finance Minister James Musoni and Diko Jacob Mukete, the Resident Representative of the continental bank."
cassava,Govt Fails to Curb Food Inflation,https://allafrica.com/stories/200812030708.html,Congo-Brazzaville: Government Moves to Curb Food Inflation 'Taking Time',2 December 2008,UN Integrated Regional Information Networks,N/A,N/A,"Brazzaville — Government measures aimed at reducing the cost of staple commodities in the Republic of Congo, where salaries have remained unchanged for years, have failed to stem food inflation. Many people have been forced to change their diets, which has had an adverse impact on health.
""It is getting harder to eat,"" Ernest Mbou, a local teacher, who heads a family of eight, told IRIN."
cassava,No Credit for Food Crops,https://allafrica.com/stories/200812020783.html,Mozambique: No Credit for Food Crops,2 December 2008,Agencia de Informacao de Mocambique (Maputo),N/A,N/A,"Maputo — Almost no Mozambican farmers producing food crops have access to credit, according to Fernando Songane, coordinator of the government's National Agricultural Development Programme (PROAGRI).
Addressing a Maputo workshop on ""Overcoming the Challenges of Agriculture in Africa"" on Tuesday, Songane said that, apart from a few vegetable producers, ""we can say that no producer of food crops - such as maize or cassava - is able to obtain credit""."
cassava,Son Endorses Imoke's Cassava Flour Project,https://allafrica.com/stories/200812020372.html,Nigeria: Son Endorses Imoke's Cassava Flour Project,2 December 2008,This Day (Lagos),N/A,N/A,"Calabar — The Standards Orgainsation of Nigeria (SON) has issued a seal of acceptance to cassava flour packaged by the Partnership Opportunities for Women Empowerment Realisation (POWER), the pet project of the wife of the governor of Cross River State, Mrs. Obioma Liyel-Imoke.
The product was packaged from the cassava processing centre of the organisation at Okpodu in Yala Local Government Area of Cross River state."
cassava;yam,UN to Invest $50 Million in Cassava Processing,https://allafrica.com/stories/200812010128.html,Nigeria: UN to Invest $50 Million in Cassava Processing,30 November 2008,This Day (Lagos),N/A,N/A,"Abuja — International Fund for Agriculture Development (IFAD) has revealed plans to invest $50 million to improve the processing of cassava in the country and increase market accessibility of the product.
Furthermore, plans are underway to diversify the huge focus on cassava and spotlight other crops that would better the lives and livelihood of small scale rural farmers."
cassava,Floods Block Aid to Northern Region,https://allafrica.com/stories/200812010095.html,Uganda: Floods Block Aid to Northern Region,30 November 2008,New Vision (Kampala),N/A,N/A,"Kampala — POOR roads resulting from floods have hampered humanitarian access to the north and northeastern Uganda.
The United Nations Office for Humanitarian Affairs, in a report issued on Monday, said the Pader-Puranga road and the Lira-Kitgum road had deteriorated."
cassava,Govt Earmarks N12 Billion for Rice Farming,https://allafrica.com/stories/200812010850.html,Nigeria: Govt Earmarks N12 Billion for Rice Farming,29 November 2008,This Day (Lagos),N/A,N/A,"Asaba — Delta State Government has set aside N12 billion to kick start an integrated rice farm that seeks to produce and process mainly table rice for onshore and offshore market as well as to cushion the effect of global economic meltdown.
The project, which starts next month, which has provision for the production of cross crop, including cassava and maize, is located in the wetland of Jakpa, in Warri North council area of the state."
cassava,"House Maids, Blessings Or Curses?",https://allafrica.com/stories/200811280924.html,"Ghana: House Maids, Blessings Or Curses?",28 November 2008,Public Agenda (Accra),N/A,N/A,"Mini advertising boards are dotted all over city street comers, talking about agents and what they are offering the public. A message on a not-too-appealing board stuck to a tree trunk in Accra reads: 'Agent for house-helps'. I was taken aback, asking myself what exactly this so called agent was up to. Other questions darted through my mind. I tried to figure out the agent's mode of getting the 'goods', whether they go round knocking at doors asking parents if they've surplus girls between this-and-that age to be given out into labour for a handsome remuneration.
Another bother was whether complaints about the maids' misconducts will be lodged with the agent who may have been out of touch. Or parents will be made to answer for the maids' misdeeds at arbitration or before the 'I-put-it-to- your?' Not only that but also how much the agents know about these girls' character and culture to forestall unnecessary clashes. Or once it's about business such questions is much ado about nothing? What distinguishes these agents from human traffickers in other parts of the world?"
banana;cassava;plantain;sorghum;sweet potato;yam,CRI Commends AGRA for Investing in Agricultural Research,https://allafrica.com/stories/200811280923.html,Ghana: CRI Commends AGRA for Investing in Agricultural Research,28 November 2008,Public Agenda (Accra),N/A,N/A,"Kumasi — The Director at the Crop Research Institute (CRI) at the Council for Scientific and Industrial Research (CSIR), Dr. Hans Adu-Dappah has commended the Alliance for a Green Revolution in Africa (AGRA) for investing into the research activities of Agricultural Scientist in Ghana.
According to the Director, such an initiative would enable Ghanaian researchers to develop improved varieties of seeds for a full range of Africa's important staple like beans , cassava ,cowpea, maize, rice, sweet potato and sorghum."
cassava,Cassava - IITA Develops Cost Efficient Flash Dryer,https://allafrica.com/stories/200811280494.html,Nigeria: Cassava - IITA Develops Cost Efficient Flash Dryer,28 November 2008,Vanguard (Lagos),N/A,N/A,"The International Institute of Tropical Agriculture (IITA) has developed cost effective and efficient flash dryer that produces 300% more cassava flour while using 40% less fuel.
Cassava farmers and processors are set to earn bigger profits and get better-quality product from this new technology developed by scientists working at the International Institute of Tropical Agriculture and national partners in Nigeria."
cassava,Global Meltdown - Zambia Seeks Help,https://allafrica.com/stories/200811280409.html,Nigeria: Global Meltdown - Zambia Seeks Help,28 November 2008,This Day (Lagos),N/A,N/A,"Abuja — Zambian President, Rupiah Bwezani Banda, on his first foreign trip since he came into power in October, yesterday requested for Nigeria 's assistance to tackle effect of the global economic crisis on his country's economy.
This is as President Umaru Musa Yar'Adua said despite the stalemate in Zimbabwe's peace talk over power-sharing, the progress recorded deserves commendation."
cassava,Agric Equipment Producers Online,https://allafrica.com/stories/200811270880.html,Cameroon: Agric Equipment Producers Online,27 November 2008,Cameroon Tribune (Yaoundé),N/A,N/A,"A workshop to validate their data base took place last week in Douala.
Agric equipment producers in the country have decided to establish a common web site presenting their products. The website built by French expert, Eric Bernard was the object of a restitution and validation workshop that took place last 21-22 November in Douala."
cassava,Finding New Ways to Feed HIV-Positive People,https://allafrica.com/stories/200811270691.html,Burkina Faso: Finding New Ways to Feed HIV-Positive People,27 November 2008,PlusNews (Johannesburg),N/A,N/A,"Ouagadougou — High food prices and cuts in food aid to HIV-positive people are forcing relief organisations in Burkina Faso to take another look at local foods to keep people healthy.
""We are all working with sustainability in mind, and we cannot always continue to rely on external support,"" said Dr Joseph Aimé Bidiga, who runs the health division at the national AIDS control council, CNLS. ""We must take action to allow us to do as much as possible with our modest means."""
cassava,SON Okays Imoke's NGO Cassava Flour,https://allafrica.com/stories/200811270282.html,Nigeria: SON Okays Imoke's NGO Cassava Flour,27 November 2008,Vanguard (Lagos),N/A,N/A,"Standards Organization of Nigeria (SON) has presented a certificate to wife of Cross River State Governor, Mrs. Obioma Imoke for the Cassava flour being produced by her POWER project.
Mrs. Imoke's NGO, Partnership Opportunity for Women Empowerment Realization (POWER) which seeks to empower the women of Cross River State for economic growth, cater for the mother and child and promote education has been vigorously involved in ensuring that added value is given to the farm produce of the women in the state."
cassava;plantain;yam,Urhobo Task FG on Electricity,https://allafrica.com/stories/200811270280.html,Nigeria: Urhobo Task FG on Electricity,27 November 2008,Vanguard (Lagos),N/A,N/A,"National President of the Urhobo Development Association (UDA), Chief Thomas Essi says the Urhobo ethnic nationality in Delta State is entitled to free electricity supply to all its towns and villages because the people have sacrificed their lands and waters to oil companies and agencies for oil production, which in turn, has polluted their environment and impoverished them.
Chief Essi who stated this at the inauguration of the association, formerly Urhobo Monitoring and Development Group at Effurun, therefore, charged the Federal Government to ""supply our land genuine and new transformers together with other accessories and to give our people constant and affordable power supply."""
cassava;yam,IFAD Boost Agriculture with $200 Million,https://allafrica.com/stories/200811270278.html,Nigeria: IFAD Boost Agriculture with $200 Million,27 November 2008,Vanguard (Lagos),N/A,N/A,"The International Fund for Agriculture Development (IFAD) has earmarked the sum of $200 million to strengthen and step up agricultural sector in Nigeria.
Of this amount over $100 million has been disbursed for on-going projects on agriculture between the Federal Government and IFAD, while $50 million would be invested in improving and processing cassava in the country."
cassava,Why Government is Fighting Anaemia,https://allafrica.com/stories/200811270228.html,Rwanda: Why Government is Fighting Anaemia,27 November 2008,The New Times (Kigali),N/A,N/A,"Kigali — It will take many initiatives in order to achieve Vision 2020.
The surprising one and easiest is the support of a comprehensive food fortification programme."
cassava;yam,IFAD Invests N5.9 Billion to Improve Its Marketing,https://allafrica.com/stories/200811270703.html,Nigeria: IFAD Invests N5.9 Billion to Improve Its Marketing,26 November 2008,Daily Independent (Lagos),N/A,N/A,"Abuja — International Fund for Agriculture Development (IFAD) says it is investing $50 million (about N5.9 billion) to improve the market accessibility of cassava and its processing in the country.
The investment would also augment plans to diversify the huge focus on cassava and spotlight other crops that would better the lives and livelihood of small-scale rural farmers."
cassava,"IITA Develops New, Fuel Efficient Cassava Dryer",https://allafrica.com/stories/200811270582.html,"Nigeria: IITA Develops New, Fuel Efficient Cassava Dryer",26 November 2008,Daily Independent (Lagos),N/A,N/A,"Scientists working at the International Institute of Tropical Agriculture (IITA), Ibadan, and national partners in Nigeria, have developed a cassava flash dryer that produces 300 per cent more and better flour using 40 per cent less fuel.
A statement by IITA on Tuesday in Abuja said the improved flash dryer is capable of processing eight tonnes of raw cassava tubers into two tonnes of high-quality flour per day compared to the less than one tonne daily production of existing models."
banana;cassava;sorghum;sweet potato,Sweden to Fund More Research,https://allafrica.com/stories/200811270104.html,Uganda: Sweden to Fund More Research,26 November 2008,New Vision (Kampala),N/A,N/A,"Kampala — SWEDEN plans to fund more scientific research to boost food security and the management of natural resources in East Africa.
""We have supported five research projects and the Lake Victoria Research Initiative (VicRes). A new agreement will be signed soon,"" the ambassador, Anders Johnson, said."
cassava,Ebonyi Institutes Awards for Achievers as Varsity Gets New VC,https://allafrica.com/stories/200811260371.html,Nigeria: Ebonyi Institutes Awards for Achievers as Varsity Gets New VC,26 November 2008,Vanguard (Lagos),N/A,N/A,"ABAKALIKI-Ebonyi State government has instituted awards to honour categories of individuals and institutions that exhibit best virtues and values amongst their peers.
The awards includes: the cleanest local government area in the state, best local government chairman in the state, best development centre coordinator in the state, best local government area junior/senior staff, best GM/chairman of Board and best permanent secretary."
cassava,Agric Financing Key to Economic Growth - Agwu,https://allafrica.com/stories/200811260367.html,Nigeria: Agric Financing Key to Economic Growth - Agwu,25 November 2008,Daily Independent (Lagos),N/A,N/A,"Our agricultural banking started at the beginning of this year. The experience has been most beneficial. One thing we have found out is that microfinance banking goes to the root of the economy.
You should be able to recall that at the earlier part of this year there was a timid food crisis in the country to the extent that the presidency has to order for the importation of large quantity of food stuff like rice. This is not because we do not have enough farmers in the country."
cassava,Closing Country's National Poverty Gap,https://allafrica.com/stories/200811241337.html,Ghana: Closing Country's National Poverty Gap,24 November 2008,Public Agenda (Accra),N/A,N/A,"Tamale — Many of the women at the workshop of the Pagsung shea butter association are in their forties and fifties. Previously, each had collected and processed shea nuts as an individual, but earned so little she could barely get by, ""We found if we came together we could make more and sell more,"" explains Safiya Hassan, a recent university graduate who is helping the women.
The association now includes 13 groups of shea producers, all women, in Ghana's Northern Region. Together they are able to produce more than 20 tones of shea butter per month. Much of this, in the form of high quality shea soap and creams, is supplied to a Japanese company. As a group, the women are earning an additional profit of 10 Ghana cedis (US$11) for every 100 kilogrammes, compared to what they made as individual producers. That modest extra income has already changed the lives of many of the women."
cassava;sweet potato,Crop Institute to Incorporate Vitamin A in All Staple Foods,https://allafrica.com/stories/200811240743.html,Uganda: Crop Institute to Incorporate Vitamin A in All Staple Foods,23 November 2008,New Vision (Kampala),N/A,N/A,"Kampala — THE National Crop Resources Research Institute (NaCRRI)-Namulonge plans to embark on a project to incorporate vitamin A in all staple foods.
Dr. Robert Mwanga, a researcher at the institute, says the project aims at fighting Vitamin A deficiency in children and pregnant mothers."
banana;cassava;sorghum,Modified Crops Yield More,https://allafrica.com/stories/200811240264.html,Uganda: Modified Crops Yield More,22 November 2008,New Vision (Kampala),N/A,N/A,"Kampala — FOOD prices are rising. Climate change makes it harder to produce food than it was 20 years ago in many parts of Africa.
In Uganda, for example, the average size of a maize cob has become considerably smaller. Crops that did well in particular regions, like the banana, can no longer be grown successfully without expensive soil improvement and pest control techniques."
